id,book_title,book_author,book_narrator,book_genre,book_year,book_length,book_publisher,image_link,amazon_link,amazon_price,goodreads
12228,"Manipulation Mastery How to Analyze, Influence, and Manipulate Human Behavior with Mind Control",Marcus P. Holland,,,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579689658l/50624258._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=50624258&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12230,The Handmaid's Tale ,Margaret Atwood,,Fiction,April 1998,314 pages,Anchor Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578028274l/38447._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=38447&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12232,Adventures of Huckleberry Finn,"Mark Twain
Guy Cardwell
John Seelye
Walter Trier",,Classics,December 31st 2002,327 pages,Penguin Classics  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546096879l/2956.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=2956&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12234,Building a Life Worth Living A Memoir,Marsha M. Linehan,,Autobiography,January 7th 2020,384 pages,Random House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555551582l/43495368.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=43495368&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12236,"Goliath, The 100 Year War Between Monopoly Power and Democracy ",Matt Stoller,,History,October 15th 2019,608 pages,Simon Schuster  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566404413l/40538538.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=40538538&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12238,Caffeine,Michael Pollan,,Nonfiction,January 30th 2020,3 pages,Audible Original,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583959496l/52300107._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=52300107&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12240,The Tale of Genji,"Murasaki Shikibu
Royall Tyler
山本 淳子",,Classics,2003,1182 pages,Penguin  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401241319l/7042.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=7042&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12242,No ls Not Enough,Naomi Klein,,Nonfiction,June 13th 2017,240 pages,Knopf Canada  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491517241l/34814047.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=34814047&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12244,Outwitting The Devil,"Napoleon Hill
Michael Bernard Beckwith
Sharon L. Lechter
Mark Victor Hansen",,Self Help,June 7th 2011,288 pages,Sterling  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328767473l/10713286.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=10713286&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12246,"Impeach, The Case Against Donald Trump","Neal Katyal
Sam Koppelman",,Politics,November 26th 2019,224 pages,Mariner Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571970151l/53031596._SX318_SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=53031596&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12248,American Gods 10th Anniversary ,Debra Berry,,,July 29th 2013,176 pages,New Hope Publishers  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392185308l/20797563.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=20797563&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12250,Norse Mythology ,Neil Gaiman,,Fantasy,March 6th 2018,301 pages,W. W. Norton & Company  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516128292l/37903770._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=37903770&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12252,Keynes Hayek,Nicholas Wapshott,,Economics,September 10th 2012,400 pages,W. W. Norton Company  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348031623l/13707751.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13707751&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12254,The Book of Tea ,"Kakuzō Okakura
Elise Grilli",,Nonfiction,1989,133 pages,Tuttle  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492192349l/904538._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=904538&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12256,"Improve Your Conversations Think on Your Feet, Witty Banter, and Always Know What to Say with Improv Comedy",Patrick King,,Language,June 20th 2015,102 pages,Plain Key Media,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442063435l/25780637._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=25780637&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12258,The Art of Comedy ,Jay Sankey,,Humor,April 23rd 1998,232 pages,Routledge  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347404230l/944631.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=944631&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12260,"How Trump Won, The Inside Story","Joel Pollak
Larry Schweikart",,Politics,January 17th 2017,256 pages,Regnery Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483811002l/33813387._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=33813387&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12262,"Commander In Cheat, How Golf Explains Trump",Rick Reilly,,Politics,April 2nd 2019,256 pages,Hachette Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548964245l/41716956._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=41716956&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12264,TTC  Nietzsche and the Post Modern Condition,,,,,,,,,,
12266,Unpleasant Profession of Jonathan Hoag,Robert A. Heinlein,,Science Fiction,June 15th 1983,214 pages,Berkley  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1208563679l/50850.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=50850&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12268,"The Theft of India, The European Conquests of India, 1498-1765",Roy Moxham,,History,2012,264 pages,Harper Collins India,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483263640l/33654166.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=33654166&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12270,David Walliams,David Walliams,,,October 25th 2012,1104 pages,HarperCollinsChildren’sBooks  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356448899l/16685066.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=16685066&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12272,Flawless ,Sara Shepard,,Young Adult,March 26th 2007,330 pages,HarperTeen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518062388l/162089._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=162089&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12274,Proof of Conspiracy How Trump's International Collusion Is Threatening American Democracy,Seth Abramson,,Politics,September 3rd 2019,592 pages,St. Martin's Press,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567536192l/44280819._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=44280819&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12276,Dune Saga,Steven Kelliher,,Fantasy,,560 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507389199l/36369322._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=36369322&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12278,Infinite Powers,Steven H. Strogatz,,Science,April 2nd 2019,360 pages,Houghton Mifflin Harcourt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562985482l/40796176._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=40796176&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12280,"I Am Dynamite, The Life of Nietzsche",,,,,,,,,,
12282,The Orchid Thief,Susan Orlean,,Nonfiction,January 4th 2000,284 pages,Ballantine Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328347217l/228345.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=228345&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12284,The Logic of Life The Rational Economics of an Irrational World ,Tim Harford,,Economics,January 15th 2008,213 pages,Random House  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438525081l/1249095._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=1249095&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12286,Billion Dollar Whale,"Tom Wright
Bradley Hope",,Nonfiction,September 18th 2018,400 pages,Hachette Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534271010l/38743564.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=38743564&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12288,The Story of Civilization,Thomas Cahill,,History,February 1st 1996,246 pages,Bantam Doubleday Dell    ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403191471l/25669.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=25669&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12290,"Go Down, Moses ",William Faulkner,,Fiction,January 30th 1991,365 pages,Vintage  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191655l/17726.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17726&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12292,"Justinian's Flea, Plague, Empire, and the Birth of Europe",William Rosen,,History,December 31st 2007,367 pages,Brécourt Academic  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438281249l/469493._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=469493&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12294,We,Anthony Doerr,,Historical,May 6th 2014,531 pages,Scribner  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451445646l/18143977.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=18143977&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12296,Happiness,Gretchen Rubin,,Nonfiction,December 29th 2009,301 pages,Harper  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256849491l/6398634.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=6398634&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12298,In Search of Nature,"Edward O. Wilson
Laura S. Southworth",,Science,September 1st 1997,224 pages,Island Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924189l/183817.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=183817&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12300,Launch Your Dream,Jeff Walker,,Business,June 24th 2014,170 pages,Morgan James Publishing  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403587505l/22574457.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=22574457&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12302,Navy SEALs The Combat History,"Don Mann
Lance Burton",,War,June 25th 2019,344 pages,Skyhorse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560073072l/31213268.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31213268&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12304,"Power, Sex, Suicide Mitochondria and the Meaning of Life",Nick Lane,,Science,December 1st 2006,354 pages,"Oxford University Press, USA  ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441703235l/39001._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=39001&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12306,Programming for Beginners ,Al Sweigart,,Computer Science,May 1st 2015,479 pages,No Starch Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418768948l/22514127.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=22514127&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12308,"Sexual Intelligence, What We Really Want from Sex and How to Get It",Marty Klein,,Nonfiction,February 7th 2012,261 pages,HarperOne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385264181l/18921612.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=18921612&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12310,Speaking with Power and Persuasion,Rebecca Shafir,,Audiobook,October 1st 2013,,Blackstone Audiobooks  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514141664l/17895136._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=17895136&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12312,"Han Solo Trilogy, Star Wars",A.C. Crispin,,Media Tie In,1998,774 pages,SFBC    ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921031l/3600027.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=3600027&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12314,The Collapse of Western Civilization,"Naomi Oreskes
Erik M. Conway",,Science,July 1st 2014,89 pages,Columbia University Press  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393977336l/19145016.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=19145016&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12316,The Diving Bell and the Butterfly ,"Jean-Dominique Bauby
Jeremy Leggatt",,Nonfiction,June 23rd 1998,132 pages,Vintage  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336930564l/193755.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=193755&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12318,The Genius Plague,David Walton,,Science Fiction,October 3rd 2017,384 pages,Pyr,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501505808l/33946360.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=33946360&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12320,The Little Book of Main Street Money,"Jonathan Clements
William J. Bernstein",,Economics,June 1st 2009,194 pages,Wiley  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347925504l/6397079.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=6397079&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12324,The Politically Incorrect Guide to the Presidents,Steven F. Hayward,,History,February 13th 2012,307 pages,Regnery Publishing  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344692047l/13236187.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13236187&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12326,"The Startup Way, How Entrepreneurial Management Transforms Culture and Drives Growth",Eric Ries,,Business,October 17th 2017,368 pages,Penguin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498411790l/35514462._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=35514462&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12328,The Ultimate Fitness and Wellness System,Denis Waitley,,Nonfiction,July 1st 2015,,Gildan Seminars,,https://www.goodreads.com/buy_buttons/12/follow?book_id=25752061&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12330,"Waking Up, A Meditation Course",,,,,,,,,,
12332,Why You Eat What You Eat,Rachel Herz,,Nonfiction,December 26th 2017,368 pages,W. W. Norton Company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507323363l/34068474._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=34068474&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12334,The Making of Donald Trump,David Cay Johnston,,Politics,August 2nd 2016,288 pages,Melville House Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470033648l/30724304.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=30724304&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12336,Media Madness Donald Trump the Press and the War over the Truth,Howard Kurtz,,Politics,January 29th 2018,256 pages,Regnery Publishing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515947634l/37933756._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=37933756&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12338,5 Voices ,Yoshitoki Oima,,Sequential Art,August 16th 2014,192 pages,講談社,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407444723l/22884125.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=22884125&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12340,"A Man for All Markets From Las Vegas to Wall Street, How I Beat the Dealer and the Market",Edward O. Thorp,,Economics,January 24th 2017,416 pages,Random House  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517415954l/30194505.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=30194505&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12342,A Warning ,"Chris Colfer
Brandon Dorman",,Fantasy,July 8th 2014,448 pages,"Little, Brown Books for Young Readers",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391709728l/20706320.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=20706320&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12344,Active Hope How to Face the Mess We're in Without Going Crazy ,"Joanna Macy
Chris Johnstone",,Nonfiction,March 13th 2012,288 pages,New World Library  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344703987l/13235686.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13235686&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12346,"Brit[ish] On Race, Identity and Belonging ",Afua Hirsch,,Nonfiction,February 1st 2018,367 pages,Vintage Digital,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511041939l/36619833._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=36619833&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12348,"Al superpowers China, Silicon Valley, and the New World Order ",Kai-Fu Lee,,Nonfiction,September 25th 2018,255 pages,Houghton Mifflin Harcourt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521228712l/38242135.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=38242135&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12350,Aristotle and Dante,Benjamin Alire Sáenz,,Young Adult,February 21st 2012,359 pages,Simon & Schuster Books for Young Readers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260l/12000020.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=12000020&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12352,Autism Collection - Top 100 Audiobooks and eBooks,,,,,,,,,,
12354,Chasing Excellen ce A Story About Building the World's Fittest Athletes ,Ben Bergeron,,Nonfiction,July 19th 2017,204 pages,Lioncrest Publishing  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500586335l/35713474._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=35713474&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12356,Billion Dollar Whale ,"Tom Wright
Bradley Hope",,Nonfiction,September 18th 2018,400 pages,Hachette Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534271010l/38743564.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=38743564&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12358,Bitcoin Explained ,Alan T. Norman,,Nonfiction,,93 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513193007l/37507056._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=37507056&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12360,Bleak House ,"Charles Dickens
Nicola Bradbury
Hablot Knight Browne",,Classics,January 6th 2006,1017 pages,Penguin Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280113147l/31242.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=31242&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12362,"Collection - Top 1,000 Audiobooks",,,,,,,,,,
12364,Collection - Top 10 Christopher Hitchens Audiobooks,,,,,,,,,,
12366,The Reactionary Mind ,Corey Robin,,Politics,September 29th 2011,290 pages,"Oxford University Press, USA  ",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348049597l/12390008.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=12390008&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12368,Crash Dump How Peter Gustafson Defragmented the World ,,,,,,,,,,
12370,Cryptocurrency Revolution - 3 Audiobooks,,,,,,,,,,
12372,"Discourse on Metaphysics, On the Ultimate Origin of Things and Other Principal Essays",,,,,,,,,,
12374,Garden State ,Brian Leaf,,Autobiography,October 9th 2012,264 pages,New World Library  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346116007l/13590687.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13590687&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12376,Genghis Khan and the Making of the Modern World,"Jack Weatherford
Jonathan Davis",,History,March 22nd 2005,312 pages,Broadway Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531289l/93426.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=93426&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12378,National Thanksgiving Proclamation ,Henry D. Moore,,,May 3rd 2018,26 pages,Forgotten Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526284684l/32958906.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=32958906&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12380,Grand Design ,"Stephen Hawking
Leonard Mlodinow",,Science,September 7th 2010,199 pages,Bantam,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320558363l/8520362.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=8520362&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12382,Howard Stern,Howard Stern,,Nonfiction,May 14th 2019,549 pages,Simon & Schuster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552392968l/44414972._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=44414972&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12384,James Patterson ,James Patterson,,Mystery,August 1st 2003,449 pages,Grand Central Publishing  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388272560l/13145.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=13145&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12386,Great Screenwriting Secrets ,Carson Reeves,,Language,,222 pages,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385624564l/19015827.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=19015827&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12388,"Horror, Fantasy and Science Fiction ",Philip Athans,,Language,August 7th 2014,224 pages,Writer's Digest Books,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412306187l/23300493.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=23300493&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12390,Contagious - Why Things Catch On ,Jonah Berger,,Business,March 5th 2013,210 pages,Simon Schuster  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376783352l/15801967.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=15801967&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12392,Jonathan Strange Mr Norrell ,Susanna Clarke,,Fantasy,August 1st 2006,1006 pages,Tor Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357027589l/14201._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=14201&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12394,Jonathan Strange and Mr Norrell ,Susanna Clarke,,Fantasy,August 1st 2006,1006 pages,Tor Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357027589l/14201._SY475_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=14201&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12396,The Man who Sold America ,Joy-Ann Reid,,Politics,June 25th 2019,,HarperAudio,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559051229l/39808797._SX318_.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=39808797&ref=x_gr_w_bb_sout&tag=x_gr_w_bb_sout-20,,
12398,A History of God ,Karen Armstrong,,Religion,March 2nd 2004,460 pages,Gramercy Books  ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924363l/3873.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=3873&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
12400,Buddha ,Julie Otsuka,,Historical,August 23rd 2011,129 pages,Knopf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878988l/10464963.jpg,https://www.goodreads.com/buy_buttons/12/follow?book_id=10464963&ref=x_gr_w_bb_glide_sout&tag=x_gr_w_bb_glide_sout-20,,
